Rank,Ticker,Title,Category,Volume
1599,KXEPLTOP6,Top 6 Finishers,Sports,45134
1600,KXNHLMETROPOLITAN,NHL Metropolitan Division Winner,Sports,44772
1601,KXEPLFIRSTGOAL,EPL 1st Goalscorer,Sports,44259
1602,KXMLBWINS-SEA,Pro baseball wins Seattle,Sports,43990
1603,KXMLBWINS-DET,Pro baseball wins Detroit,Sports,43475
1604,KXNBADRAFTTOP,Pro Basketball Top Draft,Sports,43308
1605,KXNFLDRAFTTOP,Pro Football Top Draft,Sports,42026
1606,KXINDYCARRACE,IndyCar Race,Sports,40596
1607,KXUFCBANTAMWEIGHTTITLE,UFC Bantamweight Title,Sports,40526
1608,KXMLSBTTS,MLS BTTS,Sports,39173
1609,KXMLBWINS-HOU,Pro baseball wins Houston,Sports,38610
1610,KXMLSEAST,MLS Western Conference winner?,Sports,36436
1611,KXRUGBYNRLMATCH,Rugby NRL Match,Sports,35897
1612,KXUCLFINALIST,UCL Advance to the Finals,Sports,33943
1613,KXLIVTOP5,Liv Top 5 Finisher,Sports,33339
1614,KXMLBNLCPOTY,National League Comeback Player of the Year,Sports,32840
1615,KXLALIGARELEGATION,La Liga Relegation,Sports,30747
1616,KXUFCMIDDLEWEIGHTTITLE,UFC Middleweight Title,Sports,30231
1617,KXNFLCOMBINE,NFL Combine,Sports,29644
1618,KXNHLADAMS,NHL Jack Adams Award,Sports,29465
1619,KXUFCWELTERWEIGHTTITLE,UFC Welterweight Title,Sports,28852
1620,KXMLBWINS-MIL,Pro baseball wins Milwaukee,Sports,28772
1621,KXNHLROSS,NHL Art Ross Trophy,Sports,28635
1622,KXNBASOUTHWEST,NBA Southwest Division Winner,Sports,26755
1623,KXCOLLEGEGAMEDAYGUEST,College Gameday Guest,Sports,25690
1624,KXNEXTMANAGEREPL,Next Manager,Sports,24937
1625,KXEFLCHAMPIONSHIP,EFL Championship League Winner,Sports,24841
1626,KXVALORANT,Valorant Tournament Winner,Sports,24630
1627,KXTEAMSINSC,Teams in Stanley Cup,Sports,24451
1628,KXNBAPLAYIN,Which Team Will Make the Play-In Tournament,Sports,23736
1629,KXNHLVEZINA,NHL Vezina Trophy,Sports,23278
1630,KXUFCHEAVYWEIGHTTITLE,UFC Heavyweight Title,Sports,23194
1631,KXWTAGRANDSLAM,WTA Grand Slam,Sports,22692
1632,KXMLBWORSTRECORD,Pro Baseball Best Record,Sports,22584
1633,KXMLBWINS-MIA,Pro baseball wins Miami,Sports,21166
1634,KXMLSWEST,MLS Western Conference winner?,Sports,20934
1635,KXUFCLIGHTWEIGHTTITLE,UFC Lightweight Title,Sports,20532
1636,KXMLBNLRELOTY,Pro Baseball National League Reliever of the Year,Sports,19987
1637,KXPLAYTOGETHERJBJT,Tatum and Brown Celtics,Sports,19982
1638,KXMLBWINS-CWS,Pro baseball wins Chicago W,Sports,19868
1639,KXNCAAHOCKEY,College Hockey National Champion,Sports,19342
1640,KXLEADERMLBHR,MLB Home Runs Leader,Sports,19271
1641,KXSTARTINGQBWEEK1,NFL Starting QB Week 1,Sports,19086
1642,KXMLBWINS-SD,Pro baseball wins San Diego,Sports,18166
1643,KXSERIEATOP4,Serie A Top 4 Finishers,Sports,17767
1644,KXMLBALCPOTY,Pro Baseball American League Comeback Player of the Year,Sports,17339
1645,KXSIXNATIONS,Six Nations Champion,Sports,16896
1646,KXNHLNORRIS,NHL James Norris Memorial Trophy,Sports,16604
1647,KXBUNDESLIGARELEGATION,Bundesliga Relegation,Sports,16499
1648,KXNASCARTRUCKSERIES,NASCAR Truck Series Champion,Sports,16444
1649,KXPGAHOLEINONE,PGA Hole in One,Sports,16314
1650,KXUFCFEATHERWEIGHTTITLE,UFC Featherweight Title,Sports,16198
1651,KXWCGROUPQUAL,World Cup Group Qualifiers,Sports,16178
1652,KXNBACENTRAL,NBA Central Division Winner,Sports,15820
1653,KXFIFAUSPULLGAME,FIFA US pull game,Sports,15518
1654,KXRUGBYFRA14MATCH,Rugby French 14 Match,Sports,15436
1655,KXELHGAME,ELH Game,Sports,15326
1656,KXCOVEREA,Cover EA college sports,Sports,15081
1657,KXNBASEATTLE,Seattle NBA team,Sports,14661
1658,KXGOLFMAJORS,Golf Majors Won,Sports,14257
1659,KXWSOPENTRANTS,How many Entrants in a WSOP Main Event,Sports,13993
1660,KXFLOYDTYSONFIGHT,Floyd vs Tyson Fight,Sports,13426
1661,KXMLBWINS-NYM,Pro baseball wins New York M,Sports,13241
1662,KXIPL,IPL Winner,Sports,13139
1663,KXDELGAME,DEL Game,Sports,13091
1664,KXMCGREGORFIGHTNEXT,McGregor fight next,Sports,12960
1665,KXBUNDESLIGATOP4,Bundesliga Top 4 Finishers,Sports,12524
1666,KXNBANORTHWEST,NBA Northwest Division Winner,Sports,12336
1667,KXWCROUND,World Cup Reach Round,Sports,11876
1668,KXSUPERLIG,Turkish Super Lig Champion,Sports,11754
1669,KXJOINRONALDO,Cristiano Ronaldo,Sports,11316
1670,KXMLBWINS-NYY,Pro baseball wins New York Y,Sports,10726
1671,KXNASCARAUTOPARTSSERIES,NASCAR Auto Parts Series Champion,Sports,10095
1672,KXT20SIX,T20 Total Sixes,Sports,10081
1673,KXSSHIELDMATCH,Sheffield Shield Match,Sports,10027
1674,KXLALIGATOP4,La Liga Top 4 Finishers,Sports,9990
1675,KXLIGAPORTUGAL,Liga Portugal Winner,Sports,9582
1676,KXMLBWINS-MIN,Pro baseball wins Minnesota,Sports,9556
1677,KXMLBWINS-ATH,Pro baseball wins A's,Sports,9431
1678,KXMLBWINS-LAA,Pro baseball wins Los Angeles A,Sports,9381
1679,KXMLBBESTRECORD,Pro Baseball Best Record,Sports,9369
1680,KXMLBWINS-BOS,Pro baseball wins Boston,Sports,9298
1681,KXLIGUE1TOP4,Ligue 1 Top 4 Finishers,Sports,9188
1682,KXNASCARTOP20,NASCAR Top 20 Finishers,Sports,9064
1683,KXMLBWINS-SF,Pro baseball wins San Francisco,Sports,9003
1684,KXLIGUE1RELEGATION,Ligue 1 Relegation,Sports,8913
1685,KXMLBWINS-PIT,Pro baseball wins Pittsburgh,Sports,8733
1686,KXMLBWINS-STL,Pro baseball wins St. Louis,Sports,8638
1687,KXFIFAUSPULL,FIFA us pull,Sports,8430
1688,KXSERIEARELEGATION,Serie A Relegation,Sports,7707
1689,KXPGASOLHEIM,Solheim Cup,Sports,7530
1690,KXWINSTREAKMANU,Man United Win Streak,Sports,7478
1691,KXSOCCERPLAYCRON,Cristiano Ronaldo world cup,Sports,7427
1692,KXWNBAGAMESPLAYED,WNBA Games Played in a Season,Sports,7293
1693,KXSONICS,Blazers become Sonics,Sports,7272
1694,KXEUROVISIONISRAELBAN,Eurovision Israel ban,Sports,7235
1695,KXSOCCERPLAYMESSI,Messi World Cup,Sports,6985
1696,KXWNBADELAY,WNBA Season Delay,Sports,6885
1697,KXNBATOP5ROTY,Top 5 NBA draft ROTY,Sports,6464
1698,KXSPORTSOWNERLBJ,LBJ owning team,Sports,6444
1699,KXNASCARTOP10,NASCAR Top 10 Finishers,Sports,6411
1700,KXUECL,UEFA Conference League Winner,Sports,5874
1701,KXNBATEAM,NBA team,Sports,5666
1702,KXUCLRO8,UCL Advance to Round of 8,Sports,5539
1703,KXGRANDSLAM,Grand Slam Wins by Year,Sports,5463
1704,KXBRASILEIRO,Brasileiro Winner,Sports,5379
1705,KXLEADERMLBRBI,MLB RBIs Leader,Sports,5185
1706,KXMLBWINS-CIN,Pro baseball wins Cincinnati,Sports,5164
1707,KXPGAMAJORTOP10,PGA Top 10 for All 4 Majors,Sports,5005
1708,KXNBATOPPICK,Pro Basketball Draft Lottery Winner,Sports,4994
1709,KXCOPPAITALIA,Coppa Italia Winner,Sports,4674
1710,KXLEADERMLBSTEALS,MLB Steals Leader,Sports,4631
1711,KXNCAABBGS,College Baseball Golden Spikes Award,Sports,4627
1712,KXNASCARTOP5,NASCAR Top 5 Finishers,Sports,4429
1713,KXRECORDNFLBEST,best football record,Sports,4325
1714,KXIWMEN,Indian Wells Men's Singles,Sports,4224
1715,KXLEADERMLBHITS,MLB Hits Leader,Sports,4186
1716,KXLEADERMLBAVG,MLB Batting Average Leader,Sports,4039
1717,KXINDYCARSERIES,IndyCar Series Champion,Sports,3740
1718,KXPREMDARTS,Premier League Darts Champion,Sports,3732
1719,KXNCAAMBAPRANK,College Basketball AP Poll,Sports,3551
1720,KXLEADERMLBTRIPLES,MLB Triples Leader,Sports,3546
1721,KXWBCROUND,WBC Round,Sports,3340
1722,KXLEADERUCLGOALS,UCL Top Goalscorer,Sports,3278
1723,KXWBCGROUPQUAL,WBC Pool Qualifiers,Sports,3260
1724,KXBELGIANPL,Belgian Pro League Champion,Sports,3165
1725,KXF1CHINA,F1 team from China,Sports,3130
1726,KXT20FOUR,T20 Total Fours,Sports,3069
1727,KXMLBWINS-BAL,Pro baseball wins Baltimore,Sports,3050
1728,KXMLBWINS-TB,Pro baseball wins Tampa Bay,Sports,3026
1729,KXLAXTEWAARATON,College Lacrosse Tewaaraton Award,Sports,3020
1730,KXLEADERMLBERA,MLB ERA Leader,Sports,2871
1731,KXNBADRAFTPICK,Pro Basketball Draft Pick,Sports,2856
1732,KXSOCCERTRANSFER,Soccer Transfer,Sports,2727
1733,KXGRANDSLAMJFONSECA,Wil Joao Fonseca Win a grand slam,Sports,2698
1734,KXNASCARTOP3,NASCAR Top 5 Finishers,Sports,2687
1735,KXDFBPOKAL,DFB Pokal Winner,Sports,2598
1736,KXWBCGROUP,WBC Pool Winner,Sports,2524
1737,KXMLBWINS-PHI,Pro baseball wins Philadelphia,Sports,2414
1738,KXLEADERMLBDOUBLES,MLB Doubles Leader,Sports,2347
1739,KXWMARMADROUND,Reach March Madness Round,Sports,2327
1740,KXWNBADRAFT1,WNBA Draft 1st Pick,Sports,2317
1741,KXMLBWINS-TEX,Pro baseball wins Texas,Sports,2237
1742,KXMLBSTAT,Pro Baseball Season Stat,Sports,2163
1743,KXRYDERCUPCAPTAIN,Ryder Cup Captain,Sports,2149
1744,KXMLBWINS-WSH,Pro baseball wins Washington,Sports,2133
1745,KXWNBADRAFTTOP3,WNBA Draft Top 3,Sports,2088
1746,KXPGATIGER,Tiger Woods PGA,Sports,2062
1747,KXNCAAFCONF,NCAAF Championship Conference,Sports,2027
1748,KXMLBWINS-ATL,Pro baseball wins Atlanta,Sports,1940
1749,KXMLBWINS-TOR,Pro baseball wins Toronto,Sports,1920
1750,KXLEADERMLBRUNS,MLB Runs Leader,Sports,1919
1751,KXEREDIVISIE,Eredivisie League Winner,Sports,1870
1752,KXLAMINEYAMAL,Lamine Yamal,Sports,1859
1753,KXCANADACUP,Canada winning Stanley Cup,Sports,1827
1754,KXIWWOMEN,Indian Wells Women's Singles,Sports,1780
1755,KXMLBWINS-CLE,Pro baseball wins Cleveland,Sports,1780
1756,KXNHLRICHARD,"NHL Maurice ""Rocket"" Richard Trophy",Sports,1755
1757,KXMLBWINS-KC,Pro baseball wins Kansas City,Sports,1492
1758,KXMLBWINS-AZ,Pro baseball wins Arizona,Sports,1479
1759,KXWTASERENA,Serena Williams WTA,Sports,1217
1760,KXNDJOINCONF,Join Conference,Sports,1106
1761,KXNCAAFCOTY,College Football Coach of the Year,Sports,1103
1762,KXWCLOCATION,World Cup Game Location,Sports,1099
1763,KXNBADRAFTCAT,Pro Basketball Draft Category,Sports,1000
1764,KXBRASILEIROTOPX,Brasileiro Top X,Sports,883
1765,KXWCCONGO,DR Congo World Cup,Sports,815
1766,KXGOLFTENNISMAJORS,"More Major Wins, Tennis vs Golf",Sports,729
1767,KXNBADRAFTCOMP,Pro Basketball Draft Comparison,Sports,695
1768,KXNCAAFAPRANK,College Football AP Rank,Sports,691
1769,KXDONATEMRBEAST,WILL MR BEAST DONATE,Social,620
1770,KXMLBEOTY,Pro Baseball Executive of the Year,Sports,500
1771,KXTRINITYRODMANNWSL,Trinity Rodman NWSL,Sports,454
1772,KXUCLRO4,UCL Advance to Round of 4,Sports,327
1773,KXCITYNBAEXPAND,Cities NBA expand,Sports,212
1774,KXMLBNLHAARON,Pro Baseball American League Hank Aaron,Sports,203
1775,KXWCSQUAD,World Cup Squad,Sports,181
1776,KXEKSTRAKLASA,Ekstraklasa Champion,Sports,175
1777,KXSLGREECE,Super League Greece Winner,Sports,126
1778,KXSORONDO,Rajon Rando Summer Olympics Flag Football,Sports,117
1779,KXLEADERMLBOPS,MLB OPS Leader,Sports,67
1780,KXNBALOTTERYODDS,NBA Lottery Winner Odds,Sports,48
1781,KXDENSUPERLIGA,Danish Superliga Champion,Sports,46
1782,KXMLBLSTREAK,Longest Losing Streak,Sports,33
1783,KXRECORDNFLWORST,worst football record,Sports,33
1784,KXSHAI20PTREC,Shai 20+ Point Streak,Sports,22
1785,KXUCLW,Champions League Women's,Sports,12
1786,KXFRA14CHAMP,France Top 14 Champion,Sports,0
1787,KXNFLPRIMETIME,Pro Football Primetime Games,Sports,0
1788,KX1STHOMEGAME,First Home Game Opponent,Sports,0
1789,KXKNVBCUP,KNVB Cup Winner,Sports,0
1790,KXMLBALHAARON,Pro Baseball American League Hank Aaron,Sports,0
1791,KXNRLCHAMP,National Rugby League Champion,Sports,0
1792,KXLEADERMLBWAR,MLB WAR Leader,Sports,0
1793,KXNBAMENTION,NBA Mention,Mentions,31924604
1794,KXSECPRESSMENTION,Sec Press mentions,Mentions,16460029
1795,KXTRUMPSAY,What will trump say,Mentions,15168699
1796,KXFEDMENTION,Fed mention,Mentions,11515712
1797,KXEARNINGSMENTIONEA,EA Earnings Call,Mentions,6752457
1798,KXTRUMPSAYMONTH,Trump Monthly,Mentions,3110774
1799,KXTRUMPSAYNICKNAME,Trump Nickname,Mentions,512277
1800,KXEARNINGSMENTIONCRWD,CrowdStrike Earnings,Mentions,74596
1801,KXEARNINGSMENTIONPSKY,Paramount,Mentions,13224
